"Country","Date","Combustible.fuels","Hydro","Geothermal","Wind","Solar","Marine","Nuclear","Other.fuels.n.e.c."
"Serbia",2005,0,2886.879,0,0,0,0,0,0
"Serbia",2006,0,2886.879,0,0,0,0,0,0
"Serbia",2007,0,2886.879,0,0,0,0,0,0
"Serbia",2008,0,2886.879,0,0,0,0,0,0
"Serbia",2009,0,2888.879,0,0,0,0,0,0
"Serbia",2010,0,2907.206,0,0,0,0,0,0
"Serbia",2011,0,2935.997,0,0,0,0,0,0
"Serbia",2012,0,2965.53,0,0,0,0,0,0
"Serbia",2013,4175,2931,0,0,0,0,0,0
"Serbia",2014,4231,3017,0,0,6,0,0,0
"Serbia",2015,4255,3022,0,0,9,0,0,0
"Serbia",2016,4233,3030,0,17,11,0,0,0
"Serbia",2017,4336.711,3038,0,25,10,0,0,0
"Serbia",2018,4351.411,3043,0,227,11,0,0,0
"Serbia",2019,4385.263,3074,0,398,11,0,0,0
"Serbia",2020,4392.043,3082.3,0,398,11.5,0,0,0
"Türkiye",2000,16038,11175,18,19,0,0,0,14
"Türkiye",2001,16608,11673,18,19,0,0,0,14
"Türkiye",2002,19554,12241,18,19,0,0,0,14
"Türkiye",2003,22960,12579,15,19,0,0,0,14
"Türkiye",2004,24131,12645,15,19,0,0,0,14
"Türkiye",2005,25879,12906,15,21,0,0,0,22
"Türkiye",2006,27398,13063,23,59,0,0,0,22
"Türkiye",2007,27249,13395,23,146,0,0,0,22
"Türkiye",2008,27573,13829,30,364,0,0,0,22
"Türkiye",2009,29317,14553,77,792,0,0,0,22
"Türkiye",2010,32257,15831,94,1320,0,0,0,22
"Türkiye",2011,33909,17137,114,1729,0,0,0,22
"Türkiye",2012,35005,19609,162,2261,0,0,0,22
"Türkiye",2013,38590,22289,311,2759,0,0,0,58
"Türkiye",2014,41730,23643,405,3630,40,0,0,72
"Türkiye",2015,41810,25868,624,4503,249,0,0,93
"Türkiye",2016,44278,26681,821,5751,833,0,0,133
"Türkiye",2017,46761.805,27273.1,1063.7,6516.15,3420.7,0,0,164.525
"Türkiye",2018,46711.624,28291.4,1282.5,7005.4,5062.8,0,0,197.025
"Türkiye",2019,47283.763,28503.008,1514.688,7591.156,5995.155,0,0,379.222
"Türkiye",2020,47396.233,30983.901,1613.188,8832.396,6667.418,0,0,397.472
"Ukraine",2000,0,0,0,0,0,0,0,0
"Ukraine",2001,0,0,0,0,0,0,0,0
"Ukraine",2002,0,0,0,0,0,0,0,0
"Ukraine",2003,0,0,0,0,0,0,0,0
"Ukraine",2004,0,0,0,0,0,0,0,0
"Ukraine",2005,0,0,0,0,0,0,0,0
"Ukraine",2006,0,0,0,0,0,0,0,0
"Ukraine",2007,34998,5064,0,82,0,0,13835,0
"Ukraine",2008,35040,5090,0,83,0,0,13835,0
"Ukraine",2009,35043,5427,0,86,0,0,13835,0
"Ukraine",2010,37831,5463,0,88,0,0,13835,0
"Ukraine",2011,35026,5469,0,146,148,0,13835,0
"Ukraine",2012,35129,5470,0,248,319,0,13835,0
"Ukraine",2013,35616,5494,0,363,615,0,13835,0
"Ukraine",2014,35335,5851,0,412,414,0,13835,0
"Ukraine",2015,35335,5883,0,429,425,0,13835,0
"Ukraine",2016,36475,6167,0,428,425,0,13835,0
"Ukraine",2017,31492,6213,0,465,758.6,0,13835,0
"Ukraine",2018,29753,6243,0,476,1201,0,13835,0
"Ukraine",2019,28535,6325,0,796,1953,0,13835,0
"Ukraine",2020,28664,6335,0,1110.4,5194,0,13835,0
"Bosnia and Herzegovina",2000,0,0,0,0,0,0,0,0
"Bosnia and Herzegovina",2001,0,0,0,0,0,0,0,0
"Bosnia and Herzegovina",2002,0,0,0,0,0,0,0,0
"Bosnia and Herzegovina",2003,0,0,0,0,0,0,0,0
"Bosnia and Herzegovina",2004,0,0,0,0,0,0,0,0
"Bosnia and Herzegovina",2005,0,0,0,0,0,0,0,0
"Bosnia and Herzegovina",2006,0,0,0,0,0,0,0,0
"Bosnia and Herzegovina",2007,0,0,0,0,0,0,0,0
"Bosnia and Herzegovina",2008,0,0,0,0,0,0,0,0
"Bosnia and Herzegovina",2009,0,0,0,0,0,0,0,0
"Bosnia and Herzegovina",2010,0,0,0,0,0,0,0,0
"Bosnia and Herzegovina",2011,0,0,0,0,0,0,0,0
"Bosnia and Herzegovina",2012,0,0,0,0,0,0,0,0
"Bosnia and Herzegovina",2013,0,0,0,0,0,0,0,0
"Bosnia and Herzegovina",2014,1765,2049,0,0,0,0,0,0
"Bosnia and Herzegovina",2015,1765,2055,0,0,0,0,0,0
"Bosnia and Herzegovina",2016,2065,2084,0,0,0,0,0,0
"Bosnia and Herzegovina",2017,2134,2211,0,0,16,0,0,0
"Bosnia and Herzegovina",2018,2135.24,2235.6,0,51,18.15,0,0,0
"Bosnia and Herzegovina",2019,2137.29,2238.84,0,87,22.35,0,0,0
"Bosnia and Herzegovina",2020,2136.11,2248.79,0,87,34.89,0,0,0
"Kosovo (under United Nations Security Council Resolution 1244/99)",2000,915,32,0,0,0,0,0,0
"Kosovo (under United Nations Security Council Resolution 1244/99)",2001,915,32,0,0,0,0,0,0
"Kosovo (under United Nations Security Council Resolution 1244/99)",2002,915,32,0,0,0,0,0,0
"Kosovo (under United Nations Security Council Resolution 1244/99)",2003,915,32,0,0,0,0,0,0
"Kosovo (under United Nations Security Council Resolution 1244/99)",2004,915,32,0,0,0,0,0,0
"Kosovo (under United Nations Security Council Resolution 1244/99)",2005,915,32,0,0,0,0,0,0
"Kosovo (under United Nations Security Council Resolution 1244/99)",2006,915,40,0,0,0,0,0,0
"Kosovo (under United Nations Security Council Resolution 1244/99)",2007,915,40,0,0,0,0,0,0
"Kosovo (under United Nations Security Council Resolution 1244/99)",2008,915,40,0,0,0,0,0,0
"Kosovo (under United Nations Security Council Resolution 1244/99)",2009,915,40,0,0,0,0,0,0
"Kosovo (under United Nations Security Council Resolution 1244/99)",2010,915,42,0,1,0,0,0,0
"Kosovo (under United Nations Security Council Resolution 1244/99)",2011,915,43,0,1,0,0,0,0
"Kosovo (under United Nations Security Council Resolution 1244/99)",2012,915,43,0,1,0,0,0,0
"Kosovo (under United Nations Security Council Resolution 1244/99)",2013,915,43,0,1,0,0,0,0
"Kosovo (under United Nations Security Council Resolution 1244/99)",2014,915,43,0,1,0,0,0,0
"Kosovo (under United Nations Security Council Resolution 1244/99)",2015,915,43,0,1,0,0,0,0
"Kosovo (under United Nations Security Council Resolution 1244/99)",2016,915,86,0,1,7,0,0,0
"Kosovo (under United Nations Security Council Resolution 1244/99)",2017,1288,80.37,0,33.75,6.602,0,0,0
"Kosovo (under United Nations Security Council Resolution 1244/99)",2018,1288,80.37,0,33.75,6.602,0,0,0
"Kosovo (under United Nations Security Council Resolution 1244/99)",2019,1288,85.07,0,33.75,10,0,0,0
"Kosovo (under United Nations Security Council Resolution 1244/99)",2020,1288,110.13,0,33.75,10,0,0,0
"Georgia",2000,0,0,0,0,0,0,0,0
"Georgia",2001,0,0,0,0,0,0,0,0
"Georgia",2002,0,0,0,0,0,0,0,0
"Georgia",2003,0,0,0,0,0,0,0,0
"Georgia",2004,0,0,0,0,0,0,0,0
"Georgia",2005,0,0,0,0,0,0,0,0
"Georgia",2006,0,0,0,0,0,0,0,0
"Georgia",2007,0,0,0,0,0,0,0,0
"Georgia",2008,0,0,0,0,0,0,0,0
"Georgia",2009,0,0,0,0,0,0,0,0
"Georgia",2010,0,0,0,0,0,0,0,0
"Georgia",2011,0,0,0,0,0,0,0,0
"Georgia",2012,0,0,0,0,0,0,0,0
"Georgia",2013,612,2705,0,0,0,0,0,0
"Georgia",2014,615,2380,0,0,0,0,0,0
"Georgia",2015,615,2378,0,0,0,0,0,0
"Georgia",2016,849,2430,0,20,0,0,0,0
"Georgia",2017,849,2723,0,20,0,0,0,0
"Georgia",2018,876,2695,0,20,0,0,0,0
"Georgia",2019,1108,2583,0,21,0,0,0,0
"Georgia",2020,990.2,2727.411,0,21,0,0,0,0
